k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0798811316490173, 0.1697626858949661, 0.0076471362262964, 0.4022648930549622, -0.0754127874970436, -0.001277256757021, -0.0005771989235654, -0.0532212071120739, -0.1716371178627014, -0.4345829486846924, 0.3289691507816315, 0.2110833674669266, -0.0160505678504705, -0.1461291909217834, 0.0939741805195808, 0.5108557939529419, 0.0165547765791416, 0.0418044738471508, 0.0028238429222256, 0.1963275820016861, -0.0864802896976471, 0.278159111738205]| 14.2019891738891602|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
     208|[-414.7469242885709, -227.5717361709103, 117.14228411298245, 323.1264873929322, -59.90005488626775, -205.32927104458213, 47.3088330331957, 108.07536770310253, -123.49739143392071, -74.55418206006289, -23.269756764173508, -5.815118905156851, 185.51227333955467, -146.0356573164463, -52.26155757904053, -73.78110196068883, -74.49845178052783, -95.62825330905616, 47.34182277903892, -4.702400054782629, -14.966718528419733, -72.9746454305423]| 11.1059360504150391|     16.00000000|[12481, 832, 0, 208]                                                       | | GPS sucess | actual_k=4
     209|[-414.93852888792753, -230.28654248919338, 121.86733694653958, 322.5145020671189, -61.672926380560966, -199.12849589809775, 45.14474836026784, 109.34453250374645, -126.62847063085064, -77.536855943501, -27.90666577219963, -3.8908792696893215, 179.00143435411155, -146.63102427124977, -49.1714551448822, -69.71417405083776, -72.72789592668414, -99.55473479442298, 49.3587211726699, -3.2953092716634274, -10.167939517647028, -70.7868316716922]| 11.1007261276245117|     32.00000000|[12541, 836, 0, 209]                                                       | | GPS sucess | actual_k=4
     210|[-414.93852888792753, -230.28654248919338, 121.86733694653958, 322.5145020671189, -61.672926380560966, -199.12849589809775, 45.14474836026784, 109.34453250374645, -126.62847063085064, -77.536855943501, -27.90666577219963, -3.8908792696893215, 179.00143435411155, -146.63102427124977, -49.1714551448822, -69.71417405083776, -72.72789592668414, -99.55473479442298, 49.3587211726699, -3.2953092716634274, -10.167939517647028, -70.7868316716922]| 11.1007261276245117|     16.00000000|[12601, 840, 0, 210]                                                       |  | used linear model with 65 points | actual_k=4
     211|[-414.93852888792753, -230.28654248919338, 121.86733694653958, 322.5145020671189, -61.672926380560966, -199.12849589809775, 45.14474836026784, 109.34453250374645, -126.62847063085064, -77.536855943501, -27.90666577219963, -3.8908792696893215, 179.00143435411155, -146.63102427124977, -49.1714551448822, -69.71417405083776, -72.72789592668414, -99.55473479442298, 49.3587211726699, -3.2953092716634274, -10.167939517647028, -70.7868316716922]| 11.1007261276245117|      8.00000000|[12661, 844, 0, 211]                                                       |  | used linear model with 65 points | actual_k=4
     212|[-418.37444841116667, -232.58139593806118, 123.71016367059201, 324.90738036111, -62.40137101642904, -200.96165629848838, 45.860170334926806, 109.22389680799097, -128.1750094606541, -75.58171773701906, -26.386604517698288, -2.9591981135308743, 179.5824880283326, -147.9612973034382, -48.55066508054733, -69.43097208812833, -76.58705182000995, -99.73788156919181, 47.83825699076988, -1.8801418207585812, -9.775055978447199, -69.9835982270015]| 11.0997228622436523|     16.00000000|[12721, 848, 0, 212]                                                       | | GPS sucess | actual_k=4
     213|[-417.0471627637744, -232.39541113283485, 122.34435697179288, 324.2234741039574, -58.57058931820211, -196.39552852138877, 44.81763562595006, 115.13899356778711, -129.72206327458844, -73.94788635522127, -31.0713412463665, 0.3349372185766697, 178.5828004758805, -142.60891845822334, -49.775963842868805, -66.945286501199, -75.17679495736957, -101.94559374265373, 50.036158001283184, -5.53987106308341, -5.831527564674616, -73.44024252364761]| 11.0956754684448242|     32.00000000|[12781, 852, 0, 213]                                                       | | GPS sucess | actual_k=4
     214|[-424.0684120580554, -226.99302732851356, 112.12610765080899, 331.1184640713036, -48.00797583095846, -197.31049087271094, 53.00070962344762, 108.1121667092666, -135.82859537145123, -76.22156871110201, -35.82333394885063, 8.359289292246103, 174.68073019199073, -143.23797699809074, -46.36532813310623, -67.31612383201718, -74.65073908492923, -108.64406862668693, 57.070984756806865, -7.601459112018347, -4.420564744621515, -57.11138510177261]| 11.0871982574462891|     64.00000000|[12841, 856, 0, 214]                                                       | | GPS sucess | actual_k=4
     215|[-426.8448123857379, -235.65666353609413, 96.09209008794278, 336.5310831852257, -56.81428648464498, -190.7786572240293, 33.09614381229039, 128.2987302010879, -127.14343950292096, -75.86693618446589, -36.68174257874489, 17.868105057626963, 173.82367357425392, -154.36115929484367, -57.49397784471512, -34.21715151146054, -77.97363270446658, -117.31793394498527, 26.366341507295147, -2.7093048952519894, -7.383475873619318, -62.57493423888809]| 11.0867090225219727|    128.00000000|[12901, 860, 0, 215]                                                       | | GPS sucess | actual_k=4
     216|[-426.8448123857379, -235.65666353609413, 96.09209008794278, 336.5310831852257, -56.81428648464498, -190.7786572240293, 33.09614381229039, 128.2987302010879, -127.14343950292096, -75.86693618446589, -36.68174257874489, 17.868105057626963, 173.82367357425392, -154.36115929484367, -57.49397784471512, -34.21715151146054, -77.97363270446658, -117.31793394498527, 26.366341507295147, -2.7093048952519894, -7.383475873619318, -62.57493423888809]| 11.0867090225219727|     64.00000000|[12961, 864, 0, 216]                                                       |  | used linear model with 65 points | actual_k=4
     217|[-441.7205638810992, -223.28026449587196, 96.87408311944455, 347.60900028422475, -53.883857502863975, -167.40043189749122, 42.21253594791051, 118.01388675626367, -119.75929042836651, -60.02149913460016, -51.91798296570778, 37.8027764596045, 149.42092546634376, -164.41731068491936, -55.21390062570572, -34.545007307082415, -87.19939030334353, -111.02666607312858, 22.794709837296978, -4.083398547023535, -5.936977360397577, -52.82928204009659]| 11.0726900100708008|    128.00000000|[13021, 868, 0, 217]                                                       | | GPS sucess | actual_k=4
     218|[-441.7205638810992, -223.28026449587196, 96.87408311944455, 347.60900028422475, -53.883857502863975, -167.40043189749122, 42.21253594791051, 118.01388675626367, -119.75929042836651, -60.02149913460016, -51.91798296570778, 37.8027764596045, 149.42092546634376, -164.41731068491936, -55.21390062570572, -34.545007307082415, -87.19939030334353, -111.02666607312858, 22.794709837296978, -4.083398547023535, -5.936977360397577, -52.82928204009659]| 11.0726900100708008|     64.00000000|[13081, 872, 0, 218]                                                       |  | used linear model with 65 points | actual_k=4
     219|[-441.7205638810992, -223.28026449587196, 96.87408311944455, 347.60900028422475, -53.883857502863975, -167.40043189749122, 42.21253594791051, 118.01388675626367, -119.75929042836651, -60.02149913460016, -51.91798296570778, 37.8027764596045, 149.42092546634376, -164.41731068491936, -55.21390062570572, -34.545007307082415, -87.19939030334353, -111.02666607312858, 22.794709837296978, -4.083398547023535, -5.936977360397577, -52.82928204009659]| 11.0726900100708008|     32.00000000|[13141, 876, 0, 219]                                                       |  | used linear model with 65 points | actual_k=4
     220|[-441.7205638810992, -223.28026449587196, 96.87408311944455, 347.60900028422475, -53.883857502863975, -167.40043189749122, 42.21253594791051, 118.01388675626367, -119.75929042836651, -60.02149913460016, -51.91798296570778, 37.8027764596045, 149.42092546634376, -164.41731068491936, -55.21390062570572, -34.545007307082415, -87.19939030334353, -111.02666607312858, 22.794709837296978, -4.083398547023535, -5.936977360397577, -52.82928204009659]| 11.0726900100708008|     16.00000000|[13201, 880, 0, 220]                                                       |  | used linear model with 65 points | actual_k=4
