k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.166834756731987, 0.157649353146553, -0.2823886871337891, 0.3805079162120819, -0.1505714952945709, 0.1168291643261909, -0.275102436542511, -0.0063561266288161, -0.1015815734863281, -0.1157577559351921, -0.1703028529882431, 0.2026741802692413, 0.1128134354948997, -0.1968705058097839, 0.1834356784820557, -0.4231224358081818, -0.0279195439070463, 0.3752683103084564, -0.014877749606967, 0.0421353541314602, -0.133919894695282, -0.2724983394145966]| 14.2095594406127930|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
     208|[-304.91542999382364, -182.83218598365784, 132.8594694957137, 231.1464055031538, 35.67566656682175, 32.265085242688656, -47.95072091417387, 75.78881619125605, -74.16289034858346, 13.289324074983597, 80.27760769380257, -50.064257411053404, -45.90602927975124, -14.017629977315664, -88.50206070519926, -85.27396534616128, -39.715686758980155, -114.41733916057274, 3.632137358188629, 33.86124136671424, -18.241858780384064, 30.067640978842974]| 11.3393468856811523|     16.00000000|[12481, 832, 0, 208]                                                       |  | used linear model with 65 points | actual_k=4
     209|[-309.0098942958866, -183.21847265958786, 132.78077252209187, 234.4136198014021, 30.71862339589279, 34.92034365981817, -46.97835046844557, 77.9978661313653, -75.66808382049203, 8.481932431459427, 80.1951685170643, -50.17959048389457, -47.200954850239214, -17.62365996465087, -94.37894182778837, -89.45123242074624, -40.444871028885245, -115.09542949451134, 9.355367243289948, 38.14304592832923, -17.66238647699356, 35.3276698179543]| 11.3299331665039062|     32.00000000|[12541, 836, 0, 209]                                                       | | GPS sucess | actual_k=4
     210|[-309.0098942958866, -183.21847265958786, 132.78077252209187, 234.4136198014021, 30.71862339589279, 34.92034365981817, -46.97835046844557, 77.9978661313653, -75.66808382049203, 8.481932431459427, 80.1951685170643, -50.17959048389457, -47.200954850239214, -17.62365996465087, -94.37894182778837, -89.45123242074624, -40.444871028885245, -115.09542949451134, 9.355367243289948, 38.14304592832923, -17.66238647699356, 35.3276698179543]| 11.3299331665039062|     16.00000000|[12601, 840, 0, 210]                                                       |  | used linear model with 65 points | actual_k=4
     211|[-309.0098942958866, -183.21847265958786, 132.78077252209187, 234.4136198014021, 30.71862339589279, 34.92034365981817, -46.97835046844557, 77.9978661313653, -75.66808382049203, 8.481932431459427, 80.1951685170643, -50.17959048389457, -47.200954850239214, -17.62365996465087, -94.37894182778837, -89.45123242074624, -40.444871028885245, -115.09542949451134, 9.355367243289948, 38.14304592832923, -17.66238647699356, 35.3276698179543]| 11.3299331665039062|      8.00000000|[12661, 844, 0, 211]                                                       |  | used linear model with 65 points | actual_k=4
     212|[-309.0098942958866, -183.21847265958786, 132.78077252209187, 234.4136198014021, 30.71862339589279, 34.92034365981817, -46.97835046844557, 77.9978661313653, -75.66808382049203, 8.481932431459427, 80.1951685170643, -50.17959048389457, -47.200954850239214, -17.62365996465087, -94.37894182778837, -89.45123242074624, -40.444871028885245, -115.09542949451134, 9.355367243289948, 38.14304592832923, -17.66238647699356, 35.3276698179543]| 11.3299331665039062|      4.00000000|[12721, 848, 0, 212]                                                       |  | used linear model with 65 points | actual_k=4
     213|[-309.0098942958866, -183.21847265958786, 132.78077252209187, 234.4136198014021, 30.71862339589279, 34.92034365981817, -46.97835046844557, 77.9978661313653, -75.66808382049203, 8.481932431459427, 80.1951685170643, -50.17959048389457, -47.200954850239214, -17.62365996465087, -94.37894182778837, -89.45123242074624, -40.444871028885245, -115.09542949451134, 9.355367243289948, 38.14304592832923, -17.66238647699356, 35.3276698179543]| 11.3299331665039062|      2.00000000|[12781, 852, 0, 213]                                                       |  | used linear model with 65 points | actual_k=4
     214|[-308.94710887159454, -183.07952703535557, 132.79495240561664, 234.41858946485445, 31.10394242021721, 35.65484895557165, -46.888498567510396, 77.76959034055471, -75.61940961703658, 9.09847006201744, 80.44896628661081, -50.915763875236735, -46.408353205246385, -18.201970156282187, -93.87546246625425, -89.01546965772286, -40.4461553003639, -115.72952909721062, 9.210680350661278, 37.98570894822478, -17.741233676671982, 35.8800801821053]| 11.3281373977661133|      4.00000000|[12841, 856, 0, 214]                                                       | | GPS sucess | actual_k=4
     215|[-309.5287183591281, -183.27038642764091, 133.469058169052, 234.77200820250437, 31.72559985134285, 34.95608337968588, -46.549800746608526, 78.41497298330069, -75.03771870955825, 9.9308280646801, 79.4063159446232, -50.07962348102592, -45.92312374286121, -19.184735473245382, -95.08233063794614, -89.6373861306347, -40.79669966362417, -115.94359359098598, 6.8456100076437, 38.26799043640494, -16.870143979787827, 35.78987277671695]| 11.3267707824707031|      8.00000000|[12901, 860, 0, 215]                                                       | | GPS sucess | actual_k=4
     216|[-309.601481593505, -183.67771857976913, 132.48632694594562, 235.0285671572201, 29.358204450341873, 34.6045243665576, -47.51872509019449, 79.20454248040915, -74.51776438578963, 11.544108361005783, 80.94317819876596, -50.894515892257914, -44.181489135546144, -21.235645230859518, -92.36040180303098, -88.44240133697167, -40.777538899332285, -116.1069473172538, 9.846604213118553, 39.94758912548423, -18.370940536260605, 35.07516534253955]| 11.3264970779418945|     16.00000000|[12961, 864, 0, 216]                                                       | | GPS sucess | actual_k=4
     217|[-315.44194094027625, -186.7008780837059, 135.06986237876117, 239.17604716820642, 31.734504546853714, 33.444243900477886, -50.50774972932413, 80.31286283582449, -73.61630212888122, 11.07641088962555, 80.51657208008692, -49.23713125823997, -47.30196657351917, -15.813407834619284, -96.32311838246824, -84.88368503982201, -37.08271253481507, -110.2078789616935, 13.017555341124535, 41.34318133816123, -17.132982343435287, 37.1204722635448]| 11.3241481781005859|     32.00000000|[13021, 868, 0, 217]                                                       | | GPS sucess | actual_k=4
     218|[-322.9046613344108, -192.78411334753036, 135.5496485363692, 245.67639144463465, 34.17370590183418, 26.02427815645933, -59.6283532907255, 79.82004120200872, -77.35877740010619, 23.375885605812073, 77.21268352074549, -58.575333734741434, -40.921304132265504, -25.622506078332663, -87.245288067832, -89.66697781020775, -30.377407912164927, -107.13506282819435, 14.439414724707603, 32.95386382564902, -24.442432016134262, 37.973095666617155]| 11.2994489669799805|     64.00000000|[13081, 872, 0, 218]                                                       | | GPS sucess | actual_k=4
     219|[-339.7747804292594, -184.6138510107994, 167.52799249999225, 252.63836558861658, 29.3043540379731, 34.22801636904478, -46.96752756135538, 89.96545555442572, -82.61498057469726, 10.568445801734924, 87.76765712304041, -66.94013704895042, -39.27076628379291, -7.071228917688131, -77.06434267140867, -107.42123882705346, -38.7789419926703, -100.40140975965187, 30.723664984107018, 38.9701645039022, -41.23820075392723, 40.65874792262912]| 11.2626647949218750|    128.00000000|[13141, 876, 0, 219]                                                       | | GPS sucess | actual_k=4
     220|[-339.7747804292594, -184.6138510107994, 167.52799249999225, 252.63836558861658, 29.3043540379731, 34.22801636904478, -46.96752756135538, 89.96545555442572, -82.61498057469726, 10.568445801734924, 87.76765712304041, -66.94013704895042, -39.27076628379291, -7.071228917688131, -77.06434267140867, -107.42123882705346, -38.7789419926703, -100.40140975965187, 30.723664984107018, 38.9701645039022, -41.23820075392723, 40.65874792262912]| 11.2626647949218750|     64.00000000|[13201, 880, 0, 220]                                                       |  | used linear model with 65 points | actual_k=4
