k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3734817504882812, 0.13620525598526, 0.0264961533248425, 0.1698487997055054, 0.0445046201348305, -0.0296584777534008, -0.0392593517899513, -0.0175582468509674, -0.0334789045155048, -0.1159866973757744, -0.101704940199852, 0.0853810235857964, 0.0758075267076492, 0.1007518246769905, -0.2191238105297089, 0.2685894072055817, -0.2170520573854446, -0.4612997174263, -0.0733866170048714, -0.2470196336507797, 0.2105785012245178, -0.1156946942210197]| 14.2047910690307617|      2.00000000|[34, 5, 0, 1]                                                              | | GPS sucess | actual_k=8
     208|[-164.3471050094813, -47.828550919890404, 63.298876725137234, 124.11409245291725, 12.207603744696826, -7.59682191722095, -13.539657031185925, -57.62780748307705, 47.593093887204304, 11.730022752657533, 27.656597011722624, -2.5116870924830437, 41.75118277780712, -48.891553619876504, 47.213324641343206, 31.609845779836178, 6.31089814985171, -42.6851024851203, -4.875545863993466, 63.74731898261234, -24.72481726622209, -11.089924087747931]| 11.7218999862670898|      4.00000000|[6892, 1013, 0, 208]                                                       |  | used linear model with 39 points | actual_k=8
     209|[-165.31873176805675, -49.51439057290554, 61.52011891454458, 125.27707670489326, 11.604554585646838, -6.7491623889654875, -14.35284159053117, -58.01863746345043, 47.24071343266405, 11.857602009549737, 27.661627172026783, -1.9961013719439507, 40.330709559842944, -48.65144389308989, 47.490612213965505, 31.55459661781788, 5.678262556437403, -43.72279443591833, -4.959374715574086, 64.12533768964931, -25.78723525023088, -10.45027749799192]| 11.7193584442138672|      8.00000000|[6926, 1017, 0, 209]                                                       | | GPS sucess | actual_k=8
     210|[-165.31873176805675, -49.51439057290554, 61.52011891454458, 125.27707670489326, 11.604554585646838, -6.7491623889654875, -14.35284159053117, -58.01863746345043, 47.24071343266405, 11.857602009549737, 27.661627172026783, -1.9961013719439507, 40.330709559842944, -48.65144389308989, 47.490612213965505, 31.55459661781788, 5.678262556437403, -43.72279443591833, -4.959374715574086, 64.12533768964931, -25.78723525023088, -10.45027749799192]| 11.7193584442138672|      4.00000000|[6958, 1023, 0, 210]                                                       |  | used linear model with 39 points | actual_k=8
     211|[-165.31873176805675, -49.51439057290554, 61.52011891454458, 125.27707670489326, 11.604554585646838, -6.7491623889654875, -14.35284159053117, -58.01863746345043, 47.24071343266405, 11.857602009549737, 27.661627172026783, -1.9961013719439507, 40.330709559842944, -48.65144389308989, 47.490612213965505, 31.55459661781788, 5.678262556437403, -43.72279443591833, -4.959374715574086, 64.12533768964931, -25.78723525023088, -10.45027749799192]| 11.7193584442138672|      2.00000000|[6991, 1028, 0, 211]                                                       |  | used linear model with 39 points | actual_k=8
     212|[-166.02513496391475, -49.313496977090836, 61.96463664621115, 125.81050340691581, 12.111301652621478, -6.201070440933108, -13.970114146359265, -58.38418985903263, 47.42753112339415, 12.715981790795922, 27.847910745535046, -1.559008501470089, 40.79886109940708, -48.2565380576998, 47.075243269558996, 31.435915492475033, 5.7951460354961455, -43.32811676710844, -4.968390568159521, 64.19354410422966, -26.33452366804704, -10.771250208839774]| 11.7173929214477539|      4.00000000|[7023, 1034, 0, 212]                                                       | | GPS sucess | actual_k=8
     213|[-166.02513496391475, -49.313496977090836, 61.96463664621115, 125.81050340691581, 12.111301652621478, -6.201070440933108, -13.970114146359265, -58.38418985903263, 47.42753112339415, 12.715981790795922, 27.847910745535046, -1.559008501470089, 40.79886109940708, -48.2565380576998, 47.075243269558996, 31.435915492475033, 5.7951460354961455, -43.32811676710844, -4.968390568159521, 64.19354410422966, -26.33452366804704, -10.771250208839774]| 11.7173929214477539|      2.00000000|[7057, 1038, 0, 213]                                                       |  | used linear model with 39 points | actual_k=8
     214|[-166.57413331978023, -48.855212181806564, 61.85358368605375, 126.18392269173637, 12.561330638360232, -6.263880444690585, -14.4152508424595, -59.07663436233997, 47.555343345040455, 12.79462100751698, 27.557305766735226, -1.8123127147555351, 40.69837921671569, -47.98005553521216, 47.063676815945655, 32.00178851932287, 5.174847411457449, -43.13491778820753, -4.7466167053207755, 63.17577715171501, -26.112765615340322, -11.318797489628196]| 11.7164831161499023|      4.00000000|[7089, 1044, 0, 214]                                                       | | GPS sucess | actual_k=8
     215|[-166.79441697709262, -49.551284939050674, 62.055602706968784, 126.38906885543838, 12.37529858155176, -7.430162025615573, -13.783025746233761, -60.222706750035286, 48.42407448613085, 13.650244789198041, 27.75383026758209, -3.2465794011950493, 39.71319234184921, -46.94413265027106, 47.81851361365989, 31.523217611014843, 4.636521922890097, -42.81393548101187, -3.603278144262731, 64.63817293895409, -26.943418925162405, -11.758174469694495]| 11.7153873443603516|      8.00000000|[7122, 1049, 0, 215]                                                       | | GPS sucess | actual_k=8
     216|[-166.79441697709262, -49.551284939050674, 62.055602706968784, 126.38906885543838, 12.37529858155176, -7.430162025615573, -13.783025746233761, -60.222706750035286, 48.42407448613085, 13.650244789198041, 27.75383026758209, -3.2465794011950493, 39.71319234184921, -46.94413265027106, 47.81851361365989, 31.523217611014843, 4.636521922890097, -42.81393548101187, -3.603278144262731, 64.63817293895409, -26.943418925162405, -11.758174469694495]| 11.7153873443603516|      4.00000000|[7154, 1055, 0, 216]                                                       |  | used linear model with 39 points | actual_k=8
     217|[-167.42927737347782, -50.410406321287155, 64.23702541738749, 126.4925821335055, 13.531128726433963, -7.414391998201609, -13.057281737215817, -60.2753009237349, 48.55968298041262, 13.197958247736096, 27.17123235622421, -2.746830813586712, 39.75866618193686, -46.3487975243479, 49.59777913661674, 32.35520850867033, 5.887849556747824, -42.54317473620176, -3.11113069858402, 64.49121285928413, -27.454845075961202, -12.022871872410178]| 11.7147026062011719|      8.00000000|[7189, 1058, 0, 217]                                                       | | GPS sucess | actual_k=8
     218|[-168.55825884453952, -50.03697627782822, 64.62548501044512, 127.42799567291513, 17.19658502144739, -5.767187122255564, -13.106964961625636, -63.005434695631266, 48.734519109362736, 10.054775016382337, 27.828303708229214, -3.3067644760012627, 40.5805668476969, -46.472172470763326, 50.22255716891959, 33.032576970756054, 3.840091692749411, -44.93288158625364, -4.310825332067907, 65.18288601888344, -26.866723721381277, -13.772362729534507]| 11.7122297286987305|     16.00000000|[7222, 1063, 0, 218]                                                       | | GPS sucess | actual_k=8
     219|[-168.55825884453952, -50.03697627782822, 64.62548501044512, 127.42799567291513, 17.19658502144739, -5.767187122255564, -13.106964961625636, -63.005434695631266, 48.734519109362736, 10.054775016382337, 27.828303708229214, -3.3067644760012627, 40.5805668476969, -46.472172470763326, 50.22255716891959, 33.032576970756054, 3.840091692749411, -44.93288158625364, -4.310825332067907, 65.18288601888344, -26.866723721381277, -13.772362729534507]| 11.7122297286987305|      8.00000000|[7255, 1068, 0, 219]                                                       |  | used linear model with 39 points | actual_k=8
     220|[-168.55825884453952, -50.03697627782822, 64.62548501044512, 127.42799567291513, 17.19658502144739, -5.767187122255564, -13.106964961625636, -63.005434695631266, 48.734519109362736, 10.054775016382337, 27.828303708229214, -3.3067644760012627, 40.5805668476969, -46.472172470763326, 50.22255716891959, 33.032576970756054, 3.840091692749411, -44.93288158625364, -4.310825332067907, 65.18288601888344, -26.866723721381277, -13.772362729534507]| 11.7122297286987305|      4.00000000|[7287, 1074, 0, 220]                                                       |  | used linear model with 39 points | actual_k=8
